city,section,subsection,text
London,See,,"The Shard . A futuristic triangular skyscraper in South Bank that dominates the London skyline and is the tallest building in the UK. There is a viewing deck on the 72nd floor that is open to the public, tickets for which must be booked via the website. There are also restaurants and the expensive luxury hotel Shangri-La on the lower floors. (Tube: London Bridge)"
London,See,,"The Walkie-Talkie / 20 Fenchurch Street, although it has been voted as one of London's ugliest skyscrapers, has a large rooftop garden which affords great views over the Thames and south side of the river. This garden is free to visit, however, it is necessary to book well in advance due to high demand, especially in the summer months. (Tube: Monument)"
London,See,,"British Museum (Tube: Holborn)—a treasure trove of world cultures from across the ages, on par with the Paris Louvre and New York's Metropolitan Museum"
London,See,,National Gallery (Tube: Charing Cross)—houses the national collection of paintings in the Western European tradition from the 13th to the 19th centuries
London,See,,National Portrait Gallery (Tube: Charing Cross)
London,See,,Victoria and Albert Museum (Tube: South Kensington)
London,See,,Natural History Museum (Tube: South Kensington)
London,See,,Science Museum (Tube: South Kensington)
London,See,,"Tate Modern (Tube: Southwark, Blackfriars)"
London,See,,Tate Britain (Tube: Pimlico)
London,See,,Wallace Collection (Tube: Marble Arch)
London,See,,London Transport Museum (Tube: Covent Garden)
London,See,,Museum of London (Tube: Barbican or St. Paul's)
London,See,,Museum of London Docklands (DLR: West India Quay)
London,See,,The Royal Museums Greenwich : (DLR: Cutty Sark) Royal Observatory National Maritime Museum Cutty Sark
London,See,,Royal Observatory
London,See,,National Maritime Museum
London,See,,Cutty Sark
London,See,,"Hyde Park and adjoining Kensington Gardens make up a huge open space in central London and are very popular for picnics. Within Kensington Gardens, the Diana, Princess of Wales, Memorial Playground is a free playground for young children featuring a huge wood pirate ship. (Tube: High Street Kensington, Marble Arch, Green Park or Hyde Park Corner)"
London,See,,"Regent's Park is a wonderful open park in the northern part of central London. On the northern edge is London Zoo. (Tube: Camden Town, Regent's Park)"
London,See,,St James's Park has charming and romantic gardens ideal for picnics and for strolling around. St. James's Park is situated between Buckingham Palace on the west and Horse Guards Parade on the east.
London,See,,"Hampstead Heath is a huge open green space in north London. It's not a tended park as such and is remarkably wild for a metropolitan city location. The views from the Parliament Hill area of the heath overlooking the city skyline are quite stunning. (Tube: Hampstead, Overground: Hampstead Heath, Gospel Oak)"
London,See,,"Battersea Park is a public park in the London Borough of Wandsworth, on the south bank of the Thames, and contains a Japanese pagoda."
London,See,,"Richmond Park is a huge green space, with a thriving deer population. Excellent place for cycling. (Tube: Richmond then Bus 65 or 371)"
London,See,,"Bushy Park , near to Hampton Court Palace, is the second-largest park in London. More low-key than its larger cousin, Richmond Park, it too has a large deer population. Bushy Park contains numerous ponds, bridleways, two allotments, and at its northern edge, the National Physical Laboratory."
London,See,,"Holland Park is a public park in the Royal Borough of Kensington and Chelsea, in west London. It covers about 22 hectares and contains two Japanese gardens - the Kyoto Garden (1991) and Fukushima Memorial Garden (2012), a youth hostel, a children's playground, squirrels and peacocks. The closest Tube station is Holland Park on the Central line."
London,See,,London South Bank Walk
London,See,,Walk the London Wall
London,See,,"For a selection of walks across London, look at London on foot ."
London,See,,“
London,See,,"I have sailed the world, beheld its wonders From the Dardanelles to the mountains of Peru But there's no place like London!"
London,See,,”
London,See,,"—Stephen Sondheim, Sweeney Todd"
London,See,,"London with children London can be stressful with kids – check London with children for slightly less stressful sightseeing. However, it is a breeze with children over 7."
London,See,,"Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others."
London,See,Landmarks,"Buckingham Palace . The London residence of the King, in Westminster . Open for tours during the summer months only (in 2022 - from Jul 22 to Sep 30; tickets - https://tickets.rct.uk/product/date ), but a must-see sight even if you don't go in. (Tube: Green Park). Changing of the Guard spans three locations: Buckingham Palace, St James’s Palace and Wellington Barracks, and usually begins at 10:43 (check https://changing-guard.com/dates-buckingham-palace.html for details)."
London,See,Landmarks,"London Eye . The world's fourth-largest observation wheel, on the South Bank of the Thames with magnificent views over London. (Tube: Waterloo)"
London,See,Landmarks,Marble Arch is a white Carrara marble monument designed by John Nash. It is located in the middle of a huge traffic island at one of the busiest intersections in central London where Oxford Street meets Park Lane in Mayfair . (Tube: Marble Arch)
London,See,Landmarks,"Piccadilly Circus is one of the most photographed sights in London. The Shaftesbury Memorial, topped by the statue of Anteros (now popularly identified as Eros), stands proudly in the middle of Piccadilly Circus while the north eastern side is dominated by a huge, iconic neon advertising hoarding. Occasionally there will be scaffolding or fencing around the Eros statue in order to protect it during times when large crowds are anticipated. (Tube: Piccadilly Circus)"
London,See,Landmarks,"St Paul's Cathedral , also in the City , is Sir Christopher Wren's great accomplishment, built after the 1666 Great Fire of London - the great dome is still seated in majesty over the City. A section of the dome has such good acoustics that it forms a ""Whispering Gallery"". There is also a viewing area that offers views of the surrounding area including the Millennium Bridge that lies nearby. (Tube: St Paul's)"
London,See,Landmarks,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)"
London,See,Landmarks,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)"
London,See,Landmarks,"Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)"
London,See,Landmarks,"Westminster Abbey and the Palace of Westminster , including the Elizabeth Tower (the clock tower commonly known by the name of its bell, Big Ben ) and the Houses of Parliament , in Westminster . The seat of the United Kingdom parliament and World Heritage site, as well as setting for royal coronations since 1066, including Queen Elizabeth II in 1953. The Palace of Westminster is open to the public only for viewing parliamentary debates, tours of the building are available in July – August when Parliament is away on summer recess. Westminster Abbey also has a restaurant and a café that both serve good food. (Tube: Westminster)"
London,See,Landmarks,"30 St Mary Axe or The Gherkin , a peculiarly-shaped 180 m (590 ft) building in the City. There is no public access to the building itself but it can be viewed from the roads and small paved areas directly in front of and behind the building . Security guards can be overzealous in this area and you may be asked to move on or stop taking photographs if you are doing so (although this may seem overbearing, it is private land and they can ask you to leave if they wish). Commanding views of this building can also be obtained from public roads near the site such as Leadenhall Street . Of minor interest to history fans is an inscription on Bury Street dedicated to a young Roman girl who was found buried here by archaeologists in 1995 . Her remains were moved to the Museum of London while the Gherkin was being constructed, and were reburied in 2007 at the original site. (Tube: Aldgate)"
London,See,Landmarks,"The Shard . A futuristic triangular skyscraper in South Bank that dominates the London skyline and is the tallest building in the UK. There is a viewing deck on the 72nd floor that is open to the public, tickets for which must be booked via the website. There are also restaurants and the expensive luxury hotel Shangri-La on the lower floors. (Tube: London Bridge)"
London,See,Landmarks,"The Walkie-Talkie / 20 Fenchurch Street, although it has been voted as one of London's ugliest skyscrapers, has a large rooftop garden which affords great views over the Thames and south side of the river. This garden is free to visit, however, it is necessary to book well in advance due to high demand, especially in the summer months. (Tube: Monument)"
London,See,Museums and galleries,"Central London hosts an outstanding collection of world-class museums and galleries, several of truly iconic status."
London,See,Museums and galleries,"Even better, London is unique among global capitals in that the majority of the museums have no entrance charges, allowing visitors to make multiple visits with ease. Special or temporary exhibitions usually attract an admission charge."
London,See,Museums and galleries,London museums and galleries with no general admission charge (free entry!) include:
London,See,Museums and galleries,"Aside from these world famous establishments, there is an almost unbelievable number of minor museums in London covering a very diverse range of subjects. The British Government lists over 240 genuine museums in the city. A few notable examples:"
London,See,Museums and galleries,"British Museum (Tube: Holborn)—a treasure trove of world cultures from across the ages, on par with the Paris Louvre and New York's Metropolitan Museum"
London,See,Museums and galleries,National Gallery (Tube: Charing Cross)—houses the national collection of paintings in the Western European tradition from the 13th to the 19th centuries
London,See,Museums and galleries,National Portrait Gallery (Tube: Charing Cross)
London,See,Museums and galleries,Victoria and Albert Museum (Tube: South Kensington)
London,See,Museums and galleries,Natural History Museum (Tube: South Kensington)
London,See,Museums and galleries,Science Museum (Tube: South Kensington)
London,See,Museums and galleries,"Tate Modern (Tube: Southwark, Blackfriars)"
London,See,Museums and galleries,Tate Britain (Tube: Pimlico)
London,See,Museums and galleries,Wallace Collection (Tube: Marble Arch)
London,See,Museums and galleries,London Transport Museum (Tube: Covent Garden)
London,See,Museums and galleries,Museum of London (Tube: Barbican or St. Paul's)
London,See,Museums and galleries,Museum of London Docklands (DLR: West India Quay)
London,See,Museums and galleries,The Royal Museums Greenwich : (DLR: Cutty Sark) Royal Observatory National Maritime Museum Cutty Sark
London,See,Museums and galleries,Royal Observatory
London,See,Museums and galleries,National Maritime Museum
London,See,Museums and galleries,Cutty Sark
London,See,Parks,"The ""green lungs"" of London are the many parks , great and small, scattered throughout the city including Hyde Park , St James Park and Regent's Park . Most of the larger parks have their origins in royal estates and hunting grounds and are still owned by the Crown, despite their public access."
London,See,Parks,"Hyde Park and adjoining Kensington Gardens make up a huge open space in central London and are very popular for picnics. Within Kensington Gardens, the Diana, Princess of Wales, Memorial Playground is a free playground for young children featuring a huge wood pirate ship. (Tube: High Street Kensington, Marble Arch, Green Park or Hyde Park Corner)"
London,See,Parks,"Regent's Park is a wonderful open park in the northern part of central London. On the northern edge is London Zoo. (Tube: Camden Town, Regent's Park)"
London,See,Parks,St James's Park has charming and romantic gardens ideal for picnics and for strolling around. St. James's Park is situated between Buckingham Palace on the west and Horse Guards Parade on the east.
London,See,Parks,"Hampstead Heath is a huge open green space in north London. It's not a tended park as such and is remarkably wild for a metropolitan city location. The views from the Parliament Hill area of the heath overlooking the city skyline are quite stunning. (Tube: Hampstead, Overground: Hampstead Heath, Gospel Oak)"
London,See,Parks,"Battersea Park is a public park in the London Borough of Wandsworth, on the south bank of the Thames, and contains a Japanese pagoda."
London,See,Parks,"Richmond Park is a huge green space, with a thriving deer population. Excellent place for cycling. (Tube: Richmond then Bus 65 or 371)"
London,See,Parks,"Bushy Park , near to Hampton Court Palace, is the second-largest park in London. More low-key than its larger cousin, Richmond Park, it too has a large deer population. Bushy Park contains numerous ponds, bridleways, two allotments, and at its northern edge, the National Physical Laboratory."
London,See,Parks,"Holland Park is a public park in the Royal Borough of Kensington and Chelsea, in west London. It covers about 22 hectares and contains two Japanese gardens - the Kyoto Garden (1991) and Fukushima Memorial Garden (2012), a youth hostel, a children's playground, squirrels and peacocks. The closest Tube station is Holland Park on the Central line."
London,See,Itineraries,London South Bank Walk
London,See,Itineraries,Walk the London Wall
London,See,Itineraries,"For a selection of walks across London, look at London on foot ."
London,See,Blue Plaques,"English Heritage runs the Blue Plaques programme in London. Blue Plaques celebrate great figures of the past and the buildings that they inhabited. These are among the most familiar features of the capital’s streetscape and adorn the façades of buildings across the city. Since the first plaque was erected in 1867, the number has grown steadily and there are now more than 800. Recipients are as diverse as Wolfgang Amadeus Mozart, Sigmund Freud, Charles de Gaulle, Jimi Hendrix and Karl Marx. Look out for these around the city."
London,See,London Pass,"Whereas some London museums offer free entry, some other top London attractions are ridiculously expensive. For example, entry to Westminster Abbey costs £20 per person (adult), and entry to the Tower is £21.50 per adult if bought online (2017). These prices can be sometimes mitigated by a purchase of London Pass, which needs to be done at the London Pass website . The pass comes in several varieties and gives access to over 60 attractions, including both Westminster Abbey and the Tower. For example, a day pass costs £62 for an adult (2017). The best strategy, if one wants to visit several expensive high-profile attractions, is to buy a day pass and to try visiting all of them in the same day. This requires some advanced planning and will not give you much time at each place you visit - for example, it can take an hour on public transport to travel between the Tower of London and London Zoo."
London,Buy,,"London, like the rest of the UK, uses the British pound sterling."
London,Buy,,"Retail prices for most items, with a few exceptions, always include VAT (at 20%). Visa and MasterCard/Maestro are the two most commonly accepted debit/credit cards, although most large shops will also accept American Express. If your card does not have a microchip (for Chip & PIN) some machines (for instance, at Tube stations) will be unable to read your card. Some shops may ask you for additional identification, especially in relation to high-value items, or items that are under age-related restrictions. Most shops no longer accept personal cheques. Contactless or NFC-enabled Visa and MasterCard cards can also be used for purchases of usually up to £100 in lieu of Chip & Pin, even on London Underground fare gates and buses."
London,Buy,,"£50 notes are not often used in everyday transactions and most shops will not accept them. When exchanging money at a bureau de change make sure to ask for £5, £10 and £20 notes only. The Bank of England's guide to bank notes may be of use."
London,Buy,,"London and England are some of the worst places to exchange money . Included fees (in the exchange rate) of up to 50% are not uncommon. Do not get fooled by the no commission statement that many bureaux de change make. This is a trick and actually a blunt lie because the exchange rates are just made so bad so that they cover any necessary commissions. So, how do you identify a decent exchange rate? Basically, the spread between the buy and sell rate tells you what is the fee (divided by 2, actually)—anything above 10% is a rip-off, 5% is good, 1% is excellent but forget about it in the UK. You are better off withdrawing money from ATMs here."
London,Buy,,"NEVER attempt to change money on either Leicester Square or Tottenham Court Road; rates in either one of those places can be subject to ""interpretation"" by the individuals behind the counter."
London,Buy,,"London has a justified reputation for being one of the world's most expensive cities. But if you do your homework beforehand, there are ways to limit the damage, and prices for basic items are in general not as exorbitant as in the Nordic countries or Switzerland."
London,Buy,,London is one of the world's most fashion-conscious cities: it has an abundance of clothing shops from the flagship stores of Oxford Street to the tiny boutiques of Brick Lane .
London,Buy,,"Though not particularly known for bargain shopping, nearly anything you could possibly want to buy is available in London. During major sales, such as the annual Boxing Day sale after Christmas, and Black Friday in late November (an event imported from the U.S.), you price for some items are lowered by up to 70%, meaning that it is possible to find bargains for genuine luxury-branded goods if you are there at the right time. In Central London, the main shopping district is the West End (Bond Street, Covent Garden, Oxford Street and Regent Street). On Thursdays many West End stores close later than normal (7-8PM)."
London,Buy,,"Borough Market is a great (if expensive) food market , offering fruit, vegetables, cheese, bread, meat, fish, and so on, much of it organic. The market opens Th-Sa. Many stalls offer freshly made fast food on the spot for lunch; from ostrich burgers to falafel, most tastes are catered for. (Tube: London Bridge)"
London,Buy,,"Old Spitalfields Market is an excellent market for clothes from up-and-coming designers, records, housewares, food, and all things trendy. (Tube: Liverpool Street)"
London,Buy,,"Also be sure to check out Brick Lane Market , Greenwich Market and Portobello Road Market ."
London,Buy,,"Tax-free shops in airports are not strong in variety, prices are equal to London, and they close rather early as well. Shop listings at airport web sites can help to plan your tax-free (vs traditional) shopping. In the evening allow an extra half hour as closing hours are not always strictly respected."
London,Buy,,"Nevertheless, tax-free (at the airport) does not mean cheaper. Prices are determined by the shop owner at their own discretion, and due to the large crowds, high shop rents, and free marketing there is no real reason why anyone should offer prices below average. Also, often goods sold here have different sizes than in regular stores, making it harder to compare. Furthermore, tax-free shops mostly only offer expensive brands and no cheap non-brand stuff, like simple sun glasses. Either way, you are better off doing your shopping somewhere else."
London,Buy,,"Nevertheless, a different matter is tax reclaim . Many big department stores in central London have an information booth where they can give you the paperwork needed to reclaim tax on purchases made at the store when you get to the airport."
London,Buy,,"Oxford Street . Main shopping street, home to flagship branches of all the major British high street retailers in one go including Selfridges , John Lewis (includes a food hall), Marks & Spencer and other department stores. It is best to shop here in the morning as the street becomes increasingly busy during the day. (Tube: Oxford Circus)"
London,Buy,,"Regent Street (between Oxford Circus and Piccadilly Circus). Includes such gems as Hamleys, considered to be London's flagship toy store spread out on seven levels, the iconic luxury department store Liberty , and the London Apple Store. (Tube: Oxford Circus, Piccadilly Circus)"
London,Buy,,"Bond Street . Some of the world's most luxurious designer stores such as Cartier, D&G, Jimmy Choo, Louis Vuitton and Versace. (Tube: Bond Street)"
London,Buy,,"Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)"
London,Buy,,"Covent Garden . Fashionable area home to quaint outlets and relatively expensive designer stores. Around Seven Dials, chains include Adidas Originals, All Saints, Carhartt, Fred Perry, G Star Raw and Stussy. For shoes, head for Neal Street. Also found here is the London Transport Museum whose gift shop has some of the best souvenirs in the city (old maps, vintage Tube posters, etc.) London's second Apple Store is located here as well. (Tube: Covent Garden)"
London,Buy,,"Charing Cross Road (near Covent Garden). Traditionally a book lover's haven, it still has the giant general bookstore Foyles, and a few specialist and antiquarian shops survive south of Cambridge Circus and on the side streets to the east. (Tube: Tottenham Court Road, Leicester Square, or Charing Cross)"
London,Buy,,Piccadilly (near Piccadilly Circus). Home to the luxury department store Fortnum & Mason .
London,Buy,,"Denmark Street (at the north end of Charing Cross Road near Tottenham Court Road station). Also known as Tin-Pan Alley, this is a music lover's paradise with an amazing array of music shops, bars and clubs in one short street. (Tube: Tottenham Court Road)"
London,Buy,,Soho . Offers alternative music and clothes. Now home to Chappell of Bond Street's historic music shop. (Tube: Oxford Circus)
London,Buy,,"Camden Town . Alternative clothing and other alternative shopping, popular with teenagers and young adults. Has the headquarters for Cyberdog - a large shop which sells clothing and accessories for the club and rave scene. Camden Lock Market is also worth a visit to see independent artists plying their wares. (Tube: Camden Town)"
London,Buy,,"Chelsea . The King's Road is noted for fashion, homeware and children's clothing. On Wednesday many stores close late. (Tube: South Kensington)"
London,Buy,,Knightsbridge . Department stores include the world-famous Harrods (includes a food hall) and Harvey Nichols . On Wednesday many stores close late. (Tube: Knightsbridge)
London,Buy,,"Beauchamp Place . Shop where royalty and celebrities shop! One of the world's most unique and famous streets. It is known as one of London’s most fashionable and distinctive streets, housing some of the best known names in London fashion, interspersed with trendy restaurants, jewellers and speciality shops including Fortuny . (Tube: Knightsbridge)"
London,Buy,,"Westminster . Some of the world's most famous shirts are made on Jermyn Street. Savile Row is home to some of the world's best men's bespoke tailors including Henry Poole, Gieves & Hawkes, H. Huntsman & Sons, and Dege & Skinner. (Tube: Westminster)"
London,Buy,,"Westfield London in Shepherd's Bush is one of the two largest shopping mall complexes in Greater London. It is served by the London Overground and the Underground. It is easiest to get here via public transport, but there is reasonable car parking space available. (Tube: Shepherd's Bush)"
London,Buy,,Westfield Stratford City in Stratford is a large shopping mall complex located on the edge of the Queen Elizabeth Olympic Park. There is ample car parking and you can also park here to access the park. This Westfield is easier to access by car due to its close proximity to the A12 road. (Tube/DLR: Stratford)
London,Buy,Money,"London, like the rest of the UK, uses the British pound sterling."
London,Buy,Money,"Retail prices for most items, with a few exceptions, always include VAT (at 20%). Visa and MasterCard/Maestro are the two most commonly accepted debit/credit cards, although most large shops will also accept American Express. If your card does not have a microchip (for Chip & PIN) some machines (for instance, at Tube stations) will be unable to read your card. Some shops may ask you for additional identification, especially in relation to high-value items, or items that are under age-related restrictions. Most shops no longer accept personal cheques. Contactless or NFC-enabled Visa and MasterCard cards can also be used for purchases of usually up to £100 in lieu of Chip & Pin, even on London Underground fare gates and buses."
London,Buy,Money,"£50 notes are not often used in everyday transactions and most shops will not accept them. When exchanging money at a bureau de change make sure to ask for £5, £10 and £20 notes only. The Bank of England's guide to bank notes may be of use."
London,Buy,Money,"London and England are some of the worst places to exchange money . Included fees (in the exchange rate) of up to 50% are not uncommon. Do not get fooled by the no commission statement that many bureaux de change make. This is a trick and actually a blunt lie because the exchange rates are just made so bad so that they cover any necessary commissions. So, how do you identify a decent exchange rate? Basically, the spread between the buy and sell rate tells you what is the fee (divided by 2, actually)—anything above 10% is a rip-off, 5% is good, 1% is excellent but forget about it in the UK. You are better off withdrawing money from ATMs here."
London,Buy,Money,"NEVER attempt to change money on either Leicester Square or Tottenham Court Road; rates in either one of those places can be subject to ""interpretation"" by the individuals behind the counter."
London,Buy,Shopping,"London has a justified reputation for being one of the world's most expensive cities. But if you do your homework beforehand, there are ways to limit the damage, and prices for basic items are in general not as exorbitant as in the Nordic countries or Switzerland."
London,Buy,Shopping,London is one of the world's most fashion-conscious cities: it has an abundance of clothing shops from the flagship stores of Oxford Street to the tiny boutiques of Brick Lane .
London,Buy,Shopping,"Though not particularly known for bargain shopping, nearly anything you could possibly want to buy is available in London. During major sales, such as the annual Boxing Day sale after Christmas, and Black Friday in late November (an event imported from the U.S.), you price for some items are lowered by up to 70%, meaning that it is possible to find bargains for genuine luxury-branded goods if you are there at the right time. In Central London, the main shopping district is the West End (Bond Street, Covent Garden, Oxford Street and Regent Street). On Thursdays many West End stores close later than normal (7-8PM)."
London,Buy,Shopping,"Oxford Street . Main shopping street, home to flagship branches of all the major British high street retailers in one go including Selfridges , John Lewis (includes a food hall), Marks & Spencer and other department stores. It is best to shop here in the morning as the street becomes increasingly busy during the day. (Tube: Oxford Circus)"
London,Buy,Shopping,"Regent Street (between Oxford Circus and Piccadilly Circus). Includes such gems as Hamleys, considered to be London's flagship toy store spread out on seven levels, the iconic luxury department store Liberty , and the London Apple Store. (Tube: Oxford Circus, Piccadilly Circus)"
London,Buy,Shopping,"Bond Street . Some of the world's most luxurious designer stores such as Cartier, D&G, Jimmy Choo, Louis Vuitton and Versace. (Tube: Bond Street)"
London,Buy,Shopping,"Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)"
London,Buy,Shopping,"Covent Garden . Fashionable area home to quaint outlets and relatively expensive designer stores. Around Seven Dials, chains include Adidas Originals, All Saints, Carhartt, Fred Perry, G Star Raw and Stussy. For shoes, head for Neal Street. Also found here is the London Transport Museum whose gift shop has some of the best souvenirs in the city (old maps, vintage Tube posters, etc.) London's second Apple Store is located here as well. (Tube: Covent Garden)"
London,Buy,Shopping,"Charing Cross Road (near Covent Garden). Traditionally a book lover's haven, it still has the giant general bookstore Foyles, and a few specialist and antiquarian shops survive south of Cambridge Circus and on the side streets to the east. (Tube: Tottenham Court Road, Leicester Square, or Charing Cross)"
London,Buy,Shopping,Piccadilly (near Piccadilly Circus). Home to the luxury department store Fortnum & Mason .
London,Buy,Shopping,"Denmark Street (at the north end of Charing Cross Road near Tottenham Court Road station). Also known as Tin-Pan Alley, this is a music lover's paradise with an amazing array of music shops, bars and clubs in one short street. (Tube: Tottenham Court Road)"
London,Buy,Shopping,Soho . Offers alternative music and clothes. Now home to Chappell of Bond Street's historic music shop. (Tube: Oxford Circus)
London,Buy,Shopping,"Camden Town . Alternative clothing and other alternative shopping, popular with teenagers and young adults. Has the headquarters for Cyberdog - a large shop which sells clothing and accessories for the club and rave scene. Camden Lock Market is also worth a visit to see independent artists plying their wares. (Tube: Camden Town)"
London,Buy,Shopping,"Chelsea . The King's Road is noted for fashion, homeware and children's clothing. On Wednesday many stores close late. (Tube: South Kensington)"
London,Buy,Shopping,Knightsbridge . Department stores include the world-famous Harrods (includes a food hall) and Harvey Nichols . On Wednesday many stores close late. (Tube: Knightsbridge)
London,Buy,Shopping,"Beauchamp Place . Shop where royalty and celebrities shop! One of the world's most unique and famous streets. It is known as one of London’s most fashionable and distinctive streets, housing some of the best known names in London fashion, interspersed with trendy restaurants, jewellers and speciality shops including Fortuny . (Tube: Knightsbridge)"
London,Buy,Shopping,"Westminster . Some of the world's most famous shirts are made on Jermyn Street. Savile Row is home to some of the world's best men's bespoke tailors including Henry Poole, Gieves & Hawkes, H. Huntsman & Sons, and Dege & Skinner. (Tube: Westminster)"
London,Buy,Shopping,"Westfield London in Shepherd's Bush is one of the two largest shopping mall complexes in Greater London. It is served by the London Overground and the Underground. It is easiest to get here via public transport, but there is reasonable car parking space available. (Tube: Shepherd's Bush)"
London,Buy,Shopping,Westfield Stratford City in Stratford is a large shopping mall complex located on the edge of the Queen Elizabeth Olympic Park. There is ample car parking and you can also park here to access the park. This Westfield is easier to access by car due to its close proximity to the A12 road. (Tube/DLR: Stratford)
London,Buy,Markets,"Borough Market is a great (if expensive) food market , offering fruit, vegetables, cheese, bread, meat, fish, and so on, much of it organic. The market opens Th-Sa. Many stalls offer freshly made fast food on the spot for lunch; from ostrich burgers to falafel, most tastes are catered for. (Tube: London Bridge)"
London,Buy,Markets,"Old Spitalfields Market is an excellent market for clothes from up-and-coming designers, records, housewares, food, and all things trendy. (Tube: Liverpool Street)"
London,Buy,Markets,"Also be sure to check out Brick Lane Market , Greenwich Market and Portobello Road Market ."
London,Buy,Tax-free,"Tax-free shops in airports are not strong in variety, prices are equal to London, and they close rather early as well. Shop listings at airport web sites can help to plan your tax-free (vs traditional) shopping. In the evening allow an extra half hour as closing hours are not always strictly respected."
London,Buy,Tax-free,"Nevertheless, tax-free (at the airport) does not mean cheaper. Prices are determined by the shop owner at their own discretion, and due to the large crowds, high shop rents, and free marketing there is no real reason why anyone should offer prices below average. Also, often goods sold here have different sizes than in regular stores, making it harder to compare. Furthermore, tax-free shops mostly only offer expensive brands and no cheap non-brand stuff, like simple sun glasses. Either way, you are better off doing your shopping somewhere else."
London,Buy,Tax-free,"Nevertheless, a different matter is tax reclaim . Many big department stores in central London have an information booth where they can give you the paperwork needed to reclaim tax on purchases made at the store when you get to the airport."
London,Eat,,For suggestions of specific restaurants have a look into the district articles .
London,Eat,,"It is a huge task for a visitor to find the ""right place"" to eat in London – with the ""right atmosphere"", at the ""right price"" – largely because, as in any big city, there are literally thousands of venues from which to choose, ranging from fast food joints, pubs, and mainstream chains all the way up to some of the most exclusive restaurants in the world which attract the kind of clientele that don't need to ask the price. Sorting the good from the bad isn't easy, but London has something to accommodate all budgets and tastes. As London is one of the world's most multicultural cities, it is possible to find virtually every cuisine from around the world here if you look hard enough."
London,Eat,,"Following is a rough guide to what you might get, should you fancy eating out:"
London,Eat,,Smoking is illegal in all enclosed and indoor public spaces in the UK.
London,Eat,,"Prices inevitably become inflated at venues closest to major tourist attractions - beware the so-called tourist traps. The worst tourist trap food, in the opinion of many Londoners, is served at the various steak houses (Angus Steak House, Aberdeen Steak House, etc. – they are all dotted around the West End and near the main train stations). Londoners wouldn't dream of eating here – you shouldn't either! Notorious areas for inflated menu prices trading on travellers' gullibility and lack of knowledge are the streets around the British Museum, Leicester Square and Piccadilly Circus. Even the major fast food chains charge a premium in their West End outlets, so watch out."
London,Eat,,"Pubs in the touristy areas of London are usually a poor choice for food although there are some brilliant ""gastro-pubs"" hidden away. In general, avoid all pubs that have graphic-designed and printed menus. Look around you – see any locals tucking in? No? Then you shouldn't either. The other rule to follow when avoiding poor food is the same as in any other part of Europe – is the menu available in multiple languages? If yes, then start running!"
London,Eat,,"In the suburbs, the cost of eating out is reduced drastically. Particularly in large ethnic communities, there is a competitive market which stands to benefit the consumer. In East London for example, the vast number of chicken shops means that a deal for 2 pieces of chicken, chips (fries) and a drink shouldn't cost you more than £3 especially on Brick Lane . Brick Lane is also known for being home to London's version of the beigel (spelt ""bagel"" in the United States and Canada, but pronounced the same way), with Brick Lane Beigel Bake and Britain's First & Best Beigel Shop being among the sole remnants of what was once a thriving Jewish community in the neighbourhood. Both shops are also known for their salt beef , London's version of Jewish-style cured meats, and a popular filling in their beigel sandwiches. Another good (and cheap) lunch option is a chicken or lamb doner (gyro) at many outlets throughout the city, though meat quality is often poor."
London,Eat,,"For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!"
London,Eat,,The South Bank 's Borough Market offers wholesale produce as well as individual stalls that sell small bites and drinks for a casual and cheap meal. Kappacasein Dairy has a popular stand in the market famous for their grilled cheese which has earned the praise of Giada De Laurentiis and Ruth Reichl.
London,Eat,,"Of course, the quintessential British dish fish and chips is widely available in London, but the standards can be pretty disappointing in the tourist trap pubs. The best-rated fish and chips shops in London are generally located in the suburbs, away from all the tourist fare in central London."
London,Eat,,"For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers."
