city,country,continent,section,subsection,text
London,United Kingdom,Europe,See,Landmarks,"30 St Mary Axe or The Gherkin , a peculiarly-shaped 180 m (590 ft) building in the City. There is no public access to the building itself but it can be viewed from the roads and small paved areas directly in front of and behind the building . Security guards can be overzealous in this area and you may be asked to move on or stop taking photographs if you are doing so (although this may seem overbearing, it is private land and they can ask you to leave if they wish). Commanding views of this building can also be obtained from public roads near the site such as Leadenhall Street . Of minor interest to history fans is an inscription on Bury Street dedicated to a young Roman girl who was found buried here by archaeologists in 1995 . Her remains were moved to the Museum of London while the Gherkin was being constructed, and were reburied in 2007 at the original site. (Tube: Aldgate)"
London,United Kingdom,Europe,See,Landmarks,"The Shard . A futuristic triangular skyscraper in South Bank that dominates the London skyline and is the tallest building in the UK. There is a viewing deck on the 72nd floor that is open to the public, tickets for which must be booked via the website. There are also restaurants and the expensive luxury hotel Shangri-La on the lower floors. (Tube: London Bridge)"
London,United Kingdom,Europe,See,Landmarks,"The Walkie-Talkie / 20 Fenchurch Street, although it has been voted as one of London's ugliest skyscrapers, has a large rooftop garden which affords great views over the Thames and south side of the river. This garden is free to visit, however, it is necessary to book well in advance due to high demand, especially in the summer months. (Tube: Monument)"
London,United Kingdom,Europe,See,Museums and galleries,"Central London hosts an outstanding collection of world-class museums and galleries, several of truly iconic status."
London,United Kingdom,Europe,See,Museums and galleries,"Even better, London is unique among global capitals in that the majority of the museums have no entrance charges, allowing visitors to make multiple visits with ease. Special or temporary exhibitions usually attract an admission charge."
London,United Kingdom,Europe,See,Museums and galleries,London museums and galleries with no general admission charge (free entry!) include:
London,United Kingdom,Europe,See,Museums and galleries,"Aside from these world famous establishments, there is an almost unbelievable number of minor museums in London covering a very diverse range of subjects. The British Government lists over 240 genuine museums in the city. A few notable examples:"
London,United Kingdom,Europe,See,Museums and galleries,"British Museum (Tube: Holborn)—a treasure trove of world cultures from across the ages, on par with the Paris Louvre and New York's Metropolitan Museum"
London,United Kingdom,Europe,See,Museums and galleries,National Gallery (Tube: Charing Cross)—houses the national collection of paintings in the Western European tradition from the 13th to the 19th centuries
London,United Kingdom,Europe,See,Museums and galleries,National Portrait Gallery (Tube: Charing Cross)
London,United Kingdom,Europe,See,Museums and galleries,Victoria and Albert Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,Museums and galleries,Natural History Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,Museums and galleries,Science Museum (Tube: South Kensington)
London,United Kingdom,Europe,See,Museums and galleries,"Tate Modern (Tube: Southwark, Blackfriars)"
London,United Kingdom,Europe,See,Museums and galleries,Tate Britain (Tube: Pimlico)
London,United Kingdom,Europe,See,Museums and galleries,Wallace Collection (Tube: Marble Arch)
London,United Kingdom,Europe,See,Museums and galleries,London Transport Museum (Tube: Covent Garden)
London,United Kingdom,Europe,See,Museums and galleries,Museum of London (Tube: Barbican or St. Paul's)
London,United Kingdom,Europe,See,Museums and galleries,Museum of London Docklands (DLR: West India Quay)
London,United Kingdom,Europe,See,Museums and galleries,The Royal Museums Greenwich : (DLR: Cutty Sark) Royal Observatory National Maritime Museum Cutty Sark
London,United Kingdom,Europe,See,Museums and galleries,Royal Observatory
London,United Kingdom,Europe,See,Museums and galleries,National Maritime Museum
London,United Kingdom,Europe,See,Museums and galleries,Cutty Sark
London,United Kingdom,Europe,See,Parks,"The ""green lungs"" of London are the many parks , great and small, scattered throughout the city including Hyde Park , St James Park and Regent's Park . Most of the larger parks have their origins in royal estates and hunting grounds and are still owned by the Crown, despite their public access."
London,United Kingdom,Europe,See,Parks,"Hyde Park and adjoining Kensington Gardens make up a huge open space in central London and are very popular for picnics. Within Kensington Gardens, the Diana, Princess of Wales, Memorial Playground is a free playground for young children featuring a huge wood pirate ship. (Tube: High Street Kensington, Marble Arch, Green Park or Hyde Park Corner)"
London,United Kingdom,Europe,See,Parks,"Regent's Park is a wonderful open park in the northern part of central London. On the northern edge is London Zoo. (Tube: Camden Town, Regent's Park)"
London,United Kingdom,Europe,See,Parks,St James's Park has charming and romantic gardens ideal for picnics and for strolling around. St. James's Park is situated between Buckingham Palace on the west and Horse Guards Parade on the east.
London,United Kingdom,Europe,See,Parks,"Hampstead Heath is a huge open green space in north London. It's not a tended park as such and is remarkably wild for a metropolitan city location. The views from the Parliament Hill area of the heath overlooking the city skyline are quite stunning. (Tube: Hampstead, Overground: Hampstead Heath, Gospel Oak)"
London,United Kingdom,Europe,See,Parks,"Battersea Park is a public park in the London Borough of Wandsworth, on the south bank of the Thames, and contains a Japanese pagoda."
London,United Kingdom,Europe,See,Parks,"Richmond Park is a huge green space, with a thriving deer population. Excellent place for cycling. (Tube: Richmond then Bus 65 or 371)"
London,United Kingdom,Europe,See,Parks,"Bushy Park , near to Hampton Court Palace, is the second-largest park in London. More low-key than its larger cousin, Richmond Park, it too has a large deer population. Bushy Park contains numerous ponds, bridleways, two allotments, and at its northern edge, the National Physical Laboratory."
London,United Kingdom,Europe,See,Parks,"Holland Park is a public park in the Royal Borough of Kensington and Chelsea, in west London. It covers about 22 hectares and contains two Japanese gardens - the Kyoto Garden (1991) and Fukushima Memorial Garden (2012), a youth hostel, a children's playground, squirrels and peacocks. The closest Tube station is Holland Park on the Central line."
London,United Kingdom,Europe,See,Itineraries,London South Bank Walk
London,United Kingdom,Europe,See,Itineraries,Walk the London Wall
London,United Kingdom,Europe,See,Itineraries,"For a selection of walks across London, look at London on foot ."
London,United Kingdom,Europe,See,Blue Plaques,"English Heritage runs the Blue Plaques programme in London. Blue Plaques celebrate great figures of the past and the buildings that they inhabited. These are among the most familiar features of the capital’s streetscape and adorn the façades of buildings across the city. Since the first plaque was erected in 1867, the number has grown steadily and there are now more than 800. Recipients are as diverse as Wolfgang Amadeus Mozart, Sigmund Freud, Charles de Gaulle, Jimi Hendrix and Karl Marx. Look out for these around the city."
London,United Kingdom,Europe,See,London Pass,"Whereas some London museums offer free entry, some other top London attractions are ridiculously expensive. For example, entry to Westminster Abbey costs £20 per person (adult), and entry to the Tower is £21.50 per adult if bought online (2017). These prices can be sometimes mitigated by a purchase of London Pass, which needs to be done at the London Pass website . The pass comes in several varieties and gives access to over 60 attractions, including both Westminster Abbey and the Tower. For example, a day pass costs £62 for an adult (2017). The best strategy, if one wants to visit several expensive high-profile attractions, is to buy a day pass and to try visiting all of them in the same day. This requires some advanced planning and will not give you much time at each place you visit - for example, it can take an hour on public transport to travel between the Tower of London and London Zoo."
London,United Kingdom,Europe,Buy,,"London, like the rest of the UK, uses the British pound sterling."
London,United Kingdom,Europe,Buy,,"Retail prices for most items, with a few exceptions, always include VAT (at 20%). Visa and MasterCard/Maestro are the two most commonly accepted debit/credit cards, although most large shops will also accept American Express. If your card does not have a microchip (for Chip & PIN) some machines (for instance, at Tube stations) will be unable to read your card. Some shops may ask you for additional identification, especially in relation to high-value items, or items that are under age-related restrictions. Most shops no longer accept personal cheques. Contactless or NFC-enabled Visa and MasterCard cards can also be used for purchases of usually up to £100 in lieu of Chip & Pin, even on London Underground fare gates and buses."
London,United Kingdom,Europe,Buy,,"£50 notes are not often used in everyday transactions and most shops will not accept them. When exchanging money at a bureau de change make sure to ask for £5, £10 and £20 notes only. The Bank of England's guide to bank notes may be of use."
London,United Kingdom,Europe,Buy,,"London and England are some of the worst places to exchange money . Included fees (in the exchange rate) of up to 50% are not uncommon. Do not get fooled by the no commission statement that many bureaux de change make. This is a trick and actually a blunt lie because the exchange rates are just made so bad so that they cover any necessary commissions. So, how do you identify a decent exchange rate? Basically, the spread between the buy and sell rate tells you what is the fee (divided by 2, actually)—anything above 10% is a rip-off, 5% is good, 1% is excellent but forget about it in the UK. You are better off withdrawing money from ATMs here."
London,United Kingdom,Europe,Buy,,"NEVER attempt to change money on either Leicester Square or Tottenham Court Road; rates in either one of those places can be subject to ""interpretation"" by the individuals behind the counter."
London,United Kingdom,Europe,Buy,,"London has a justified reputation for being one of the world's most expensive cities. But if you do your homework beforehand, there are ways to limit the damage, and prices for basic items are in general not as exorbitant as in the Nordic countries or Switzerland."
London,United Kingdom,Europe,Buy,,London is one of the world's most fashion-conscious cities: it has an abundance of clothing shops from the flagship stores of Oxford Street to the tiny boutiques of Brick Lane .
London,United Kingdom,Europe,Buy,,"Though not particularly known for bargain shopping, nearly anything you could possibly want to buy is available in London. During major sales, such as the annual Boxing Day sale after Christmas, and Black Friday in late November (an event imported from the U.S.), you price for some items are lowered by up to 70%, meaning that it is possible to find bargains for genuine luxury-branded goods if you are there at the right time. In Central London, the main shopping district is the West End (Bond Street, Covent Garden, Oxford Street and Regent Street). On Thursdays many West End stores close later than normal (7-8PM)."
London,United Kingdom,Europe,Buy,,"Borough Market is a great (if expensive) food market , offering fruit, vegetables, cheese, bread, meat, fish, and so on, much of it organic. The market opens Th-Sa. Many stalls offer freshly made fast food on the spot for lunch; from ostrich burgers to falafel, most tastes are catered for. (Tube: London Bridge)"
London,United Kingdom,Europe,Buy,,"Old Spitalfields Market is an excellent market for clothes from up-and-coming designers, records, housewares, food, and all things trendy. (Tube: Liverpool Street)"
London,United Kingdom,Europe,Buy,,"Also be sure to check out Brick Lane Market , Greenwich Market and Portobello Road Market ."
London,United Kingdom,Europe,Buy,,"Tax-free shops in airports are not strong in variety, prices are equal to London, and they close rather early as well. Shop listings at airport web sites can help to plan your tax-free (vs traditional) shopping. In the evening allow an extra half hour as closing hours are not always strictly respected."
London,United Kingdom,Europe,Buy,,"Nevertheless, tax-free (at the airport) does not mean cheaper. Prices are determined by the shop owner at their own discretion, and due to the large crowds, high shop rents, and free marketing there is no real reason why anyone should offer prices below average. Also, often goods sold here have different sizes than in regular stores, making it harder to compare. Furthermore, tax-free shops mostly only offer expensive brands and no cheap non-brand stuff, like simple sun glasses. Either way, you are better off doing your shopping somewhere else."
London,United Kingdom,Europe,Buy,,"Nevertheless, a different matter is tax reclaim . Many big department stores in central London have an information booth where they can give you the paperwork needed to reclaim tax on purchases made at the store when you get to the airport."
London,United Kingdom,Europe,Buy,,"Oxford Street . Main shopping street, home to flagship branches of all the major British high street retailers in one go including Selfridges , John Lewis (includes a food hall), Marks & Spencer and other department stores. It is best to shop here in the morning as the street becomes increasingly busy during the day. (Tube: Oxford Circus)"
London,United Kingdom,Europe,Buy,,"Regent Street (between Oxford Circus and Piccadilly Circus). Includes such gems as Hamleys, considered to be London's flagship toy store spread out on seven levels, the iconic luxury department store Liberty , and the London Apple Store. (Tube: Oxford Circus, Piccadilly Circus)"
London,United Kingdom,Europe,Buy,,"Bond Street . Some of the world's most luxurious designer stores such as Cartier, D&G, Jimmy Choo, Louis Vuitton and Versace. (Tube: Bond Street)"
London,United Kingdom,Europe,Buy,,"Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)"
London,United Kingdom,Europe,Buy,,"Covent Garden . Fashionable area home to quaint outlets and relatively expensive designer stores. Around Seven Dials, chains include Adidas Originals, All Saints, Carhartt, Fred Perry, G Star Raw and Stussy. For shoes, head for Neal Street. Also found here is the London Transport Museum whose gift shop has some of the best souvenirs in the city (old maps, vintage Tube posters, etc.) London's second Apple Store is located here as well. (Tube: Covent Garden)"
London,United Kingdom,Europe,Buy,,"Charing Cross Road (near Covent Garden). Traditionally a book lover's haven, it still has the giant general bookstore Foyles, and a few specialist and antiquarian shops survive south of Cambridge Circus and on the side streets to the east. (Tube: Tottenham Court Road, Leicester Square, or Charing Cross)"
London,United Kingdom,Europe,Buy,,Piccadilly (near Piccadilly Circus). Home to the luxury department store Fortnum & Mason .
London,United Kingdom,Europe,Buy,,"Denmark Street (at the north end of Charing Cross Road near Tottenham Court Road station). Also known as Tin-Pan Alley, this is a music lover's paradise with an amazing array of music shops, bars and clubs in one short street. (Tube: Tottenham Court Road)"
London,United Kingdom,Europe,Buy,,Soho . Offers alternative music and clothes. Now home to Chappell of Bond Street's historic music shop. (Tube: Oxford Circus)
London,United Kingdom,Europe,Buy,,"Camden Town . Alternative clothing and other alternative shopping, popular with teenagers and young adults. Has the headquarters for Cyberdog - a large shop which sells clothing and accessories for the club and rave scene. Camden Lock Market is also worth a visit to see independent artists plying their wares. (Tube: Camden Town)"
London,United Kingdom,Europe,Buy,,"Chelsea . The King's Road is noted for fashion, homeware and children's clothing. On Wednesday many stores close late. (Tube: South Kensington)"
London,United Kingdom,Europe,Buy,,Knightsbridge . Department stores include the world-famous Harrods (includes a food hall) and Harvey Nichols . On Wednesday many stores close late. (Tube: Knightsbridge)
London,United Kingdom,Europe,Buy,,"Beauchamp Place . Shop where royalty and celebrities shop! One of the world's most unique and famous streets. It is known as one of London’s most fashionable and distinctive streets, housing some of the best known names in London fashion, interspersed with trendy restaurants, jewellers and speciality shops including Fortuny . (Tube: Knightsbridge)"
London,United Kingdom,Europe,Buy,,"Westminster . Some of the world's most famous shirts are made on Jermyn Street. Savile Row is home to some of the world's best men's bespoke tailors including Henry Poole, Gieves & Hawkes, H. Huntsman & Sons, and Dege & Skinner. (Tube: Westminster)"
London,United Kingdom,Europe,Buy,,"Westfield London in Shepherd's Bush is one of the two largest shopping mall complexes in Greater London. It is served by the London Overground and the Underground. It is easiest to get here via public transport, but there is reasonable car parking space available. (Tube: Shepherd's Bush)"
London,United Kingdom,Europe,Buy,,Westfield Stratford City in Stratford is a large shopping mall complex located on the edge of the Queen Elizabeth Olympic Park. There is ample car parking and you can also park here to access the park. This Westfield is easier to access by car due to its close proximity to the A12 road. (Tube/DLR: Stratford)
London,United Kingdom,Europe,Buy,Money,"London, like the rest of the UK, uses the British pound sterling."
London,United Kingdom,Europe,Buy,Money,"Retail prices for most items, with a few exceptions, always include VAT (at 20%). Visa and MasterCard/Maestro are the two most commonly accepted debit/credit cards, although most large shops will also accept American Express. If your card does not have a microchip (for Chip & PIN) some machines (for instance, at Tube stations) will be unable to read your card. Some shops may ask you for additional identification, especially in relation to high-value items, or items that are under age-related restrictions. Most shops no longer accept personal cheques. Contactless or NFC-enabled Visa and MasterCard cards can also be used for purchases of usually up to £100 in lieu of Chip & Pin, even on London Underground fare gates and buses."
London,United Kingdom,Europe,Buy,Money,"£50 notes are not often used in everyday transactions and most shops will not accept them. When exchanging money at a bureau de change make sure to ask for £5, £10 and £20 notes only. The Bank of England's guide to bank notes may be of use."
London,United Kingdom,Europe,Buy,Money,"London and England are some of the worst places to exchange money . Included fees (in the exchange rate) of up to 50% are not uncommon. Do not get fooled by the no commission statement that many bureaux de change make. This is a trick and actually a blunt lie because the exchange rates are just made so bad so that they cover any necessary commissions. So, how do you identify a decent exchange rate? Basically, the spread between the buy and sell rate tells you what is the fee (divided by 2, actually)—anything above 10% is a rip-off, 5% is good, 1% is excellent but forget about it in the UK. You are better off withdrawing money from ATMs here."
London,United Kingdom,Europe,Buy,Money,"NEVER attempt to change money on either Leicester Square or Tottenham Court Road; rates in either one of those places can be subject to ""interpretation"" by the individuals behind the counter."
London,United Kingdom,Europe,Buy,Shopping,"London has a justified reputation for being one of the world's most expensive cities. But if you do your homework beforehand, there are ways to limit the damage, and prices for basic items are in general not as exorbitant as in the Nordic countries or Switzerland."
London,United Kingdom,Europe,Buy,Shopping,London is one of the world's most fashion-conscious cities: it has an abundance of clothing shops from the flagship stores of Oxford Street to the tiny boutiques of Brick Lane .
London,United Kingdom,Europe,Buy,Shopping,"Though not particularly known for bargain shopping, nearly anything you could possibly want to buy is available in London. During major sales, such as the annual Boxing Day sale after Christmas, and Black Friday in late November (an event imported from the U.S.), you price for some items are lowered by up to 70%, meaning that it is possible to find bargains for genuine luxury-branded goods if you are there at the right time. In Central London, the main shopping district is the West End (Bond Street, Covent Garden, Oxford Street and Regent Street). On Thursdays many West End stores close later than normal (7-8PM)."
London,United Kingdom,Europe,Buy,Shopping,"Oxford Street . Main shopping street, home to flagship branches of all the major British high street retailers in one go including Selfridges , John Lewis (includes a food hall), Marks & Spencer and other department stores. It is best to shop here in the morning as the street becomes increasingly busy during the day. (Tube: Oxford Circus)"
London,United Kingdom,Europe,Buy,Shopping,"Regent Street (between Oxford Circus and Piccadilly Circus). Includes such gems as Hamleys, considered to be London's flagship toy store spread out on seven levels, the iconic luxury department store Liberty , and the London Apple Store. (Tube: Oxford Circus, Piccadilly Circus)"
London,United Kingdom,Europe,Buy,Shopping,"Bond Street . Some of the world's most luxurious designer stores such as Cartier, D&G, Jimmy Choo, Louis Vuitton and Versace. (Tube: Bond Street)"
London,United Kingdom,Europe,Buy,Shopping,"Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)"
London,United Kingdom,Europe,Buy,Shopping,"Covent Garden . Fashionable area home to quaint outlets and relatively expensive designer stores. Around Seven Dials, chains include Adidas Originals, All Saints, Carhartt, Fred Perry, G Star Raw and Stussy. For shoes, head for Neal Street. Also found here is the London Transport Museum whose gift shop has some of the best souvenirs in the city (old maps, vintage Tube posters, etc.) London's second Apple Store is located here as well. (Tube: Covent Garden)"
London,United Kingdom,Europe,Buy,Shopping,"Charing Cross Road (near Covent Garden). Traditionally a book lover's haven, it still has the giant general bookstore Foyles, and a few specialist and antiquarian shops survive south of Cambridge Circus and on the side streets to the east. (Tube: Tottenham Court Road, Leicester Square, or Charing Cross)"
London,United Kingdom,Europe,Buy,Shopping,Piccadilly (near Piccadilly Circus). Home to the luxury department store Fortnum & Mason .
London,United Kingdom,Europe,Buy,Shopping,"Denmark Street (at the north end of Charing Cross Road near Tottenham Court Road station). Also known as Tin-Pan Alley, this is a music lover's paradise with an amazing array of music shops, bars and clubs in one short street. (Tube: Tottenham Court Road)"
London,United Kingdom,Europe,Buy,Shopping,Soho . Offers alternative music and clothes. Now home to Chappell of Bond Street's historic music shop. (Tube: Oxford Circus)
London,United Kingdom,Europe,Buy,Shopping,"Camden Town . Alternative clothing and other alternative shopping, popular with teenagers and young adults. Has the headquarters for Cyberdog - a large shop which sells clothing and accessories for the club and rave scene. Camden Lock Market is also worth a visit to see independent artists plying their wares. (Tube: Camden Town)"
London,United Kingdom,Europe,Buy,Shopping,"Chelsea . The King's Road is noted for fashion, homeware and children's clothing. On Wednesday many stores close late. (Tube: South Kensington)"
London,United Kingdom,Europe,Buy,Shopping,Knightsbridge . Department stores include the world-famous Harrods (includes a food hall) and Harvey Nichols . On Wednesday many stores close late. (Tube: Knightsbridge)
London,United Kingdom,Europe,Buy,Shopping,"Beauchamp Place . Shop where royalty and celebrities shop! One of the world's most unique and famous streets. It is known as one of London’s most fashionable and distinctive streets, housing some of the best known names in London fashion, interspersed with trendy restaurants, jewellers and speciality shops including Fortuny . (Tube: Knightsbridge)"
London,United Kingdom,Europe,Buy,Shopping,"Westminster . Some of the world's most famous shirts are made on Jermyn Street. Savile Row is home to some of the world's best men's bespoke tailors including Henry Poole, Gieves & Hawkes, H. Huntsman & Sons, and Dege & Skinner. (Tube: Westminster)"
London,United Kingdom,Europe,Buy,Shopping,"Westfield London in Shepherd's Bush is one of the two largest shopping mall complexes in Greater London. It is served by the London Overground and the Underground. It is easiest to get here via public transport, but there is reasonable car parking space available. (Tube: Shepherd's Bush)"
London,United Kingdom,Europe,Buy,Shopping,Westfield Stratford City in Stratford is a large shopping mall complex located on the edge of the Queen Elizabeth Olympic Park. There is ample car parking and you can also park here to access the park. This Westfield is easier to access by car due to its close proximity to the A12 road. (Tube/DLR: Stratford)
London,United Kingdom,Europe,Buy,Markets,"Borough Market is a great (if expensive) food market , offering fruit, vegetables, cheese, bread, meat, fish, and so on, much of it organic. The market opens Th-Sa. Many stalls offer freshly made fast food on the spot for lunch; from ostrich burgers to falafel, most tastes are catered for. (Tube: London Bridge)"
London,United Kingdom,Europe,Buy,Markets,"Old Spitalfields Market is an excellent market for clothes from up-and-coming designers, records, housewares, food, and all things trendy. (Tube: Liverpool Street)"
London,United Kingdom,Europe,Buy,Markets,"Also be sure to check out Brick Lane Market , Greenwich Market and Portobello Road Market ."
London,United Kingdom,Europe,Buy,Tax-free,"Tax-free shops in airports are not strong in variety, prices are equal to London, and they close rather early as well. Shop listings at airport web sites can help to plan your tax-free (vs traditional) shopping. In the evening allow an extra half hour as closing hours are not always strictly respected."
London,United Kingdom,Europe,Buy,Tax-free,"Nevertheless, tax-free (at the airport) does not mean cheaper. Prices are determined by the shop owner at their own discretion, and due to the large crowds, high shop rents, and free marketing there is no real reason why anyone should offer prices below average. Also, often goods sold here have different sizes than in regular stores, making it harder to compare. Furthermore, tax-free shops mostly only offer expensive brands and no cheap non-brand stuff, like simple sun glasses. Either way, you are better off doing your shopping somewhere else."
London,United Kingdom,Europe,Buy,Tax-free,"Nevertheless, a different matter is tax reclaim . Many big department stores in central London have an information booth where they can give you the paperwork needed to reclaim tax on purchases made at the store when you get to the airport."
London,United Kingdom,Europe,Eat,,For suggestions of specific restaurants have a look into the district articles .
London,United Kingdom,Europe,Eat,,"It is a huge task for a visitor to find the ""right place"" to eat in London – with the ""right atmosphere"", at the ""right price"" – largely because, as in any big city, there are literally thousands of venues from which to choose, ranging from fast food joints, pubs, and mainstream chains all the way up to some of the most exclusive restaurants in the world which attract the kind of clientele that don't need to ask the price. Sorting the good from the bad isn't easy, but London has something to accommodate all budgets and tastes. As London is one of the world's most multicultural cities, it is possible to find virtually every cuisine from around the world here if you look hard enough."
London,United Kingdom,Europe,Eat,,"Following is a rough guide to what you might get, should you fancy eating out:"
London,United Kingdom,Europe,Eat,,Smoking is illegal in all enclosed and indoor public spaces in the UK.
London,United Kingdom,Europe,Eat,,"Prices inevitably become inflated at venues closest to major tourist attractions - beware the so-called tourist traps. The worst tourist trap food, in the opinion of many Londoners, is served at the various steak houses (Angus Steak House, Aberdeen Steak House, etc. – they are all dotted around the West End and near the main train stations). Londoners wouldn't dream of eating here – you shouldn't either! Notorious areas for inflated menu prices trading on travellers' gullibility and lack of knowledge are the streets around the British Museum, Leicester Square and Piccadilly Circus. Even the major fast food chains charge a premium in their West End outlets, so watch out."
London,United Kingdom,Europe,Eat,,"Pubs in the touristy areas of London are usually a poor choice for food although there are some brilliant ""gastro-pubs"" hidden away. In general, avoid all pubs that have graphic-designed and printed menus. Look around you – see any locals tucking in? No? Then you shouldn't either. The other rule to follow when avoiding poor food is the same as in any other part of Europe – is the menu available in multiple languages? If yes, then start running!"
London,United Kingdom,Europe,Eat,,"In the suburbs, the cost of eating out is reduced drastically. Particularly in large ethnic communities, there is a competitive market which stands to benefit the consumer. In East London for example, the vast number of chicken shops means that a deal for 2 pieces of chicken, chips (fries) and a drink shouldn't cost you more than £3 especially on Brick Lane . Brick Lane is also known for being home to London's version of the beigel (spelt ""bagel"" in the United States and Canada, but pronounced the same way), with Brick Lane Beigel Bake and Britain's First & Best Beigel Shop being among the sole remnants of what was once a thriving Jewish community in the neighbourhood. Both shops are also known for their salt beef , London's version of Jewish-style cured meats, and a popular filling in their beigel sandwiches. Another good (and cheap) lunch option is a chicken or lamb doner (gyro) at many outlets throughout the city, though meat quality is often poor."
London,United Kingdom,Europe,Eat,,"For more authentic Cockney food, try pie and mash , which originates from the working-class in the East End. Usually minced beef and cold water pastry pie served with mashed potato, mushy peas and ""liquor"" gravy, it tastes a lot better than it sounds. Some of the best pie houses are M. Manze in Peckham or F. Cooke in Hackney Broadway Market. Water Souchet and London Particular (green-pea and ham) are classic Cockney soups, though hard to find on menus. For those game, jellied eels , pickled-cockles and whelks are all traditional London seafood. It's people's experiences in these kind of places that gives Britain a bad name for food!"
London,United Kingdom,Europe,Eat,,The South Bank 's Borough Market offers wholesale produce as well as individual stalls that sell small bites and drinks for a casual and cheap meal. Kappacasein Dairy has a popular stand in the market famous for their grilled cheese which has earned the praise of Giada De Laurentiis and Ruth Reichl.
London,United Kingdom,Europe,Eat,,"Of course, the quintessential British dish fish and chips is widely available in London, but the standards can be pretty disappointing in the tourist trap pubs. The best-rated fish and chips shops in London are generally located in the suburbs, away from all the tourist fare in central London."
London,United Kingdom,Europe,Eat,,"For hamburgers, local chain Burger & Lobster is an excellent choice for gourmet burgers."
London,United Kingdom,Europe,Eat,,"Tipping may also be different than what you're used to. All meals include the 20% VAT tax and some places include a service fee (10–12%). The general rule is to leave a tip for table service, unless there's already a service charge added or unless the service has been notably poor. The amount tipped is generally in the region of 10%, but if there's a figure between 10–15% which would leave the bill at a conveniently round total, many would consider it polite to tip this amount. Tipping for counter service, or any other form of service, is unusual - but some choose to do so if a tips container is provided."
London,United Kingdom,Europe,Eat,,"While central London is full of restaurants and cafes, there are some areas where the majority of diners are Londoners, rather than tourists, and in general you will get a much more pleasant, better value, and less crowded eating experience than you will find in the West End. These places are best visited in the evenings."
London,United Kingdom,Europe,Eat,,"As one of the world's most cosmopolitan cities, you can find restaurants serving food cuisine from nearly every country, some of it as good as, if not better than in the countries of origin. Indian food in London is especially famous and there is hardly a district without at least one notable Indian restaurant. London also has excellent options for Chinese, in particular Cantonese food; local chain Royal China is an excellent option if you are looking for high-end fine dining dim sum."
London,United Kingdom,Europe,Eat,,If you are looking for other particular regional foods these tend to be clustered in certain areas and some examples are:
London,United Kingdom,Europe,Eat,,Other nationalities are equally represented and randomly dotted all over London. It is usually wisest to eat in restaurants on main thoroughfares rather than on quiet backstreets.
London,United Kingdom,Europe,Eat,,"Like other capitals in the world, London has the usual array of fast food outlets. Sandwich shops are the most popular places to buy lunch, and there are a lot of places to choose from including the ubiquitous Pret a Manger. Some Italian-style sandwich shops have a very good reputation and you can identify them easily by looking at the long queues at lunchtime. If all else fails, central London has lots of mini-supermarkets operated by the big British supermarket chains (e.g., Sainsbury's, Tesco) where you can pick up a pre-packed sandwich."
London,United Kingdom,Europe,Eat,,"Fast food with an Asian flair is easy to find throughout the city, with lots of Busaba Eathai, Wagamama, and Yo! Sushi locations throughout the city. Nando's, a popular pseudo-Portuguese restaurant chain, has spicy peri-peri style grilled chicken. For burgers, GBK (Gourmet Burger Kitchen) has been joined by other franchises such as Byron and Haché."
London,United Kingdom,Europe,Eat,,"London has plenty of vegetarian and vegan restaurants many of them championing organic foodstuffs, and a quick search in Google will produce plenty of ideas, so you never have to see a piece of cooked meat all week. Hackney, Dalston, Islington, Soho, Peckham and Brixton are particular vegan hotspots."
London,United Kingdom,Europe,Eat,,"If you are dining with carnivorous friends most restaurants will cater for vegetarians and will have at least a couple of dishes on the menu. Indian/Bangladeshi restaurants are generally fruitful, as they have plenty of traditional dishes. Good Indian/Bangladeshi options can be found in the Brick Lane area of Spitalfields or further afield in East Ham, Tooting Broadway, and Southall. These also tend to be very cheap eats with authentically prepared dishes with a true local ambience. There are also many vegetarian Thai buffet places where you can eat fake meat in tooth-achingly sweet sauces for under £5. These can be found on Greek Street and Old Compton Street in Soho and Islington High Street ."
London,United Kingdom,Europe,Eat,,"Mildred's is a great veggie chain with a handful of locations around London. If you're interested in vegan versions of classic British dishes, try ""fish"" and chips from Sutton and Sons in Hackney , and various cafes offer veggie interpretations of a full English breakfast."
London,United Kingdom,Europe,Eat,,"Due to the mix of cultures and religions, many London restaurants cater well for religious dietary requirements. The most common signs are for Halal and Kosher meat, from burger joints to nice restaurants. There are lots of Halal restaurants and shops all over London including Whitechapel Rd and Brick Lane in the East End , Bayswater, Edgware Rd and Paddington and in many parts of north London . There are plenty of Kosher restaurants in Golders Green , Edgware and Stamford Hill along with some central delis such as on Charing Cross Road."
London,United Kingdom,Europe,Eat,,"Convenience stores such as Tesco Express, Sainsbury's Central/Local, Budgens, Costcutter, SPAR, Co-op, and privately-run ""corner shops"" will sell pre-made sandwiches, snacks, alcohol, cigarettes, drinks, etc. Most are open from 5AM–11PM although some, such as Tesco Express or convenience stores located at petrol stations, may open 24 hours (some will stop selling alcohol after a certain time). Whistlestop convenience stores, usually found in or around train stations, are notoriously overpriced and should be avoided."
